"inst_name","grad_rate_6yr","pct_pell","pct_loan","cost_attendance","tuition_in_state","tuition_out_state","pct_admitted","enrollment","stud_fac_ratio","retention_rate","avg_fac_salary","instr_exp_per_stud","pct_full_time_fac","pct_first_gen","avg_age_entry","pct_female","pct_hispanic"
"Cornell University",0.9538,18.41,17.81,88140,69314,69314,8.76,15995,9,0.9838,17953,33431,92.85,15.41640178,"19.839411584",53.35580754,13.16
"Culinary Institute of America",0.6292,28.94,53.23,58790,39850,39850,91.15,3011,18,0.6997,10143,15686,100,28.26541275,"21.80155642",52.38326848,21.55
"CUNY Bernard M Baruch College",0.7212,56.88,11.13,14170,7464,15414,47.52,16154,19,0.886,12558,12334,40.64,51.07763615,"22.829141215",51.47323033,28.99
"CUNY Brooklyn College",0.5386,57.02,6.71,14151,7452,15402,58.36,10543,13,0.8012,12737,14437,31.63,47.61904762,"23.333856291",58.83275808,24.13
"College of Staten Island CUNY",0.3393,49.59,10.44,14795,7490,15440,92.34,9657,17,0.757,12665,13329,32.39,46.727139,"20.956090111",56.39557083,27.87
"CUNY City College",0.5682,60.54,11.12,14403,7340,15290,60.02,12505,15,0.7926,13231,20521,33.63,45.96531792,"22.728632479",53.77492877,40.7
"CUNY Hunter College",0.5686,55.89,6.73,13905,7382,15332,53.8,16289,14,0.7765,12726,11602,29.19,46.94467382,"22.334586466",67.19516182,31.28
"CUNY John Jay College of Criminal Justice",0.5583,59.79,8.13,14212,7470,15420,57.11,11590,16,0.816,12169,14012,35.63,48.49257885,"22.766637857",60.98530683,51.53
"CUNY Lehman College",0.5128,59.94,11.65,14121,7410,15360,56.58,10696,15,0.7307,11996,15649,38.04,51.93195626,"25.969169824",71.029969,57.81
"CUNY Medgar Evers College",0.1977,56.32,10.45,14771,7352,15302,86.05,3233,13,0.4974,11999,24544,36.46,50.33222591,"24.790019624",71.79702832,18.5
"CUNY New York City College of Technology",0.2147,55.07,5.22,14110,7332,15282,80.29,13580,16,0.6487,12016,17652,26.57,51.23966942,"22.364139591",45.7400722,37.75
"CUNY Queens College",0.5325,47.17,8.35,14367,7538,15488,64.35,12550,13,0.7868,12204,13103,42.37,46.90335306,"23.396546311",56.71899529,31.11
"CUNY York College",0.3225,40.08,6.23,14330,7358,15308,64.1,4345,13,0.5744,11822,16732,35.61,49.59183673,"23.665278191",69.26509967,25.62
"D'Youville  University",0.6749,39.18,65.2,48539,34940,34940,81.37,1258,14,0.7344,9306,13159,65.1,27.08860759,"23.381944444",75.23148148,8.11
"Daemen University",0.5888,46.18,63.23,45192,35218,35218,68.26,1643,12,0.7567,7103,9384,48.94,28.84097035,"23.317213115",72.62295082,6.57
"Dominican University New York",0.5251,48.39,76.58,47802,34220,34220,63.3,1105,13,0.6644,8662,9491,34.95,32.12951432,"21.852620087",68.55895197,43.71
"Elmira College",0.6471,37.91,71.73,52449,38976,38976,76.96,708,11,0.6975,5191,12186,45.79,26.83982684,"21.243027888",71.11553785,8.76
"Fashion Institute of Technology",0.8068,32.02,29.77,26838,6294,16874,60.24,7637,16,0.907,10261,15428,100,27.60084926,"21.291810842",83.92925798,23.65
"Five Towns College",0.5532,34.44,42.15,42458,30250,30250,53.82,547,11,0.6966,5870,6645,14.39,31.70731707,"21.079234973",28.68852459,29.07
"Fordham University",0.8191,21.42,47.41,82762,64915,64915,59.31,10512,14,0.8852,16236,19044,100,17.64084507,"20.350413223",61.38842975,21.23
"Hamilton College",0.9063,17.72,29.25,84230,68960,68960,13.62,2030,9,0.9481,12404,31938,76.45,13.28502415,"19.348519362",54.21412301,9.7
"Hartwick College",0.5332,35.61,80.76,68614,54962,54962,69.6,1087,10,0.7444,7918,14712,100,27.08688245,"19.592",57.12,10.03
"Hilbert College",0.5631,48.24,73.16,42114,33740,33740,97.2,921,15,0.638,6332,6509,31.86,38.13953488,"21.52866242",57.11252654,9.01
"Hobart William Smith Colleges",0.7725,25.09,73.67,82602,65117,65117,63.99,1786,11,0.8636,9559,18893,100,12.5,"19.41356383",51.19680851,10.97
"Hofstra University",0.6854,25.27,44.34,70624,57660,57660,68.08,6488,13,0.8362,14951,19163,40.39,23.53177796,"20.274509804",59.23831071,18.79
"Houghton University",0.6522,28.5,47.77,31143,18430,18430,88.66,753,12,0.8398,6614,11627,60.68,17.00819672,"20.721611722",57.87545788,1.73
"Iona University",0.56,28.27,43.75,60247,47260,47260,86.94,2951,16,0.7693,9406,11774,53.78,31.34772897,"19.421515562",52.97699594,32.29
"Ithaca College",0.7623,19.05,64.51,68699,53540,53540,69.01,4242,10,0.8467,9844,14787,77.76,13.75752365,"19.438294383",58.63058631,11.43
"Keuka College",0.5836,49.89,75.16,54760,39332,39332,68.08,966,10,0.7336,7000,7443,100,38.20840951,"25.170651278",75.84501237,7.66
"LIM College",0.5087,37.71,61.94,53064,33504,33504,95.9,1187,20,0.7333,6448,7036,9.52,32.52818035,"20.727407407",90.96296296,20.47
"Le Moyne College",0.7313,30.98,63.72,53183,40330,40330,82.98,2439,12,0.8355,9082,13943,47.93,22.29007634,"20.475609756",60.18651363,8.49
"Long Island University",0.5707,17.14,28.89,55424,42432,42432,86.16,5520,15,0.7719,13296,12497,39.62,35.63569682,"23.542024014",68.39010047,18.48
"Manhattan University",0.6371,36,15.51,64348,53400,53400,78.94,2744,15,0.7598,12755,16204,48.11,25.41636495,"20.080882353",47.79411765,33.49
"Manhattanville University",0.5842,35.14,78.56,53499,44604,44604,87.34,1362,12,0.7387,8614,10221,18.64,30.10130246,"19.838582677",70.73490814,27.17
"Maria College of Albany",0.3,55.76,84.5,21798,18740,18740,44.48,656,6,0.3333,7782,12077,96.77,40.99009901,"27.347747748",87.02702703,11.74
"Marist University",0.796,14.45,46.24,67574,47750,47750,56.51,5182,15,0.8609,11066,14663,44.99,18.83905013,"20.701010101",60.1010101,14.28
"Marymount Manhattan College",0.4904,28.4,71.12,65767,41870,41870,82.61,1577,7,0.7018,8703,13777,17.23,22.63710618,"20.592552026",78.97042716,17.88
"Mercy University",0.4571,50.05,45.54,32596,22880,22880,85.84,5735,16,0.7572,9574,7862,25.28,41.86952288,"23.903866525",70.47139831,48.86
"Molloy University",0.6993,33.66,64.65,50720,39790,39790,81.74,3162,12,0.8517,11277,13180,35.24,35.29824561,"22.103994927",74.82561826,27.67
"Monroe University",0.5655,55.08,44.31,28285,18464,18464,67.51,5701,17,0.6651,6359,4404,61.83,49.06852961,"23.704681873",61.36854742,39.59
"Mount Saint Mary College",0.6546,22.25,44.7,55014,43450,43450,88.88,1148,12,0.7363,9710,10143,38.42,37.15139442,"21.874080882",72.61029412,28.22
"University of Mount Saint Vincent",0.5683,46.21,53.29,54170,44540,44540,85.11,2692,12,0.7305,10648,8447,18.84,41.01838755,"21.177700348",71.19628339,29.46
"Nazareth University",0.7279,26.26,69.79,58254,42450,42450,74.72,1873,8,0.8482,8439,14798,41.05,18.20603908,"20.955084746",73.55932203,8.06
"The New School",0.6937,15.01,25.01,88284,58694,58694,63.47,6563,9,0.8476,13417,19368,20.64,19.44012442,"21.740077444",75.36302033,11.28
"New York University",0.8757,17.88,19.08,84374,62796,62796,9.23,28663,8,0.9577,18026,37294,100,21.48843446,"20.596370463",61.13892365,14.37
"Niagara University",0.7451,27.19,54.5,51632,39345,39345,87.37,2653,10,0.8038,9724,8434,100,24.15153907,"20.5917603",64.71910112,6.11
"New York Institute of Technology",0.5877,45.1,44.62,56976,46560,46560,81.02,3440,12,0.7799,13524,19326,32.56,32.96541575,"20.983182406",37.45148771,24.24
"Pace University",0.6003,27.25,44.92,69550,53290,53290,75.92,7665,14,0.7549,12908,11687,100,29.41176471,"20.708072846",65.34384344,24.49
"Paul Smiths College of Arts and Science",0.5055,36.25,72.34,51506,33009,33009,76.53,579,12,0.7519,6551,10287,84.91,29.69348659,"20.466179159",35.46617916,0.35
"Pratt Institute-Main",0.7354,18.86,34.56,80049,61845,61845,73.25,3910,9,0.8826,12587,19936,14.83,19.25777332,"20.250943396",70.66037736,12.89
"Rensselaer Polytechnic Institute",0.8362,19.92,50.99,82404,64081,64081,63.47,5714,14,0.9072,13820,20696,89.25,13.74501992,"19.572596154",34.42307692,10.94
"Roberts Wesleyan University",0.6667,35.42,60.51,52919,38826,38826,70.63,1149,7,0.836,7175,9214,91.75,27.20306513,"26.044705882",75.17647059,9.31
"Rochester Institute of Technology",0.6989,27.24,52.91,74626,59274,59274,66.93,13215,13,0.8879,11525,21369,70.33,19.4684529,"20.126538146",35.31583265,10.44
"University of Rochester",0.8543,17.25,39.74,85962,67080,67080,40.08,6331,9,0.9069,14585,40019,94.88,18.67656153,"20.786170831",54.90993608,8.29
"Russell Sage College",0.561,42.04,78.15,50607,38164,38164,53.26,1244,10,0.7789,6600,9669,83.57,37.5,"22.447268107",78.27191868,13.02
"St Bonaventure University",0.6673,26.75,93.26,57271,41735,41735,81.65,2012,13,0.8589,7778,8900,65.79,18.6440678,"19.755102041",52.18658892,6.16
"St Lawrence University",0.7906,21.36,53.98,82000,65900,65900,54.34,1918,11,0.9083,10401,19642,79.13,13.1897712,"19.428756477",59.58549223,5.53
"St. Thomas Aquinas College",0.5404,21.62,28.36,53370,39450,39450,93.05,972,16,0.7336,9579,10224,40.16,31.66666667,"20.361423221",51.87265918,21.5
"Sarah Lawrence College",0.7133,11.83,40.43,82467,66862,66862,61.73,1530,10,0.8735,11235,21462,33.45,10.78431373,"19.460620525",72.79236277,12.22
"Siena College",0.7473,24.49,66.01,64870,46580,46580,69.02,3409,12,0.8269,9661,10282,64.04,20.53896577,"19.971547536",52.39417071,9.97
"Skidmore College",0.8257,12.75,33.03,85270,67290,67290,21.05,2694,8,0.8965,11403,25466,77.17,14.83146067,"19.512605042",63.02521008,10.47
"St. Joseph's University-New York",0.6878,33.99,52.06,41897,36550,36550,72.05,3144,12,0.807,9258,10842,100,37.57412399,"24.009990485",68.6489058,23.89
"St. John Fisher University",0.7417,28.69,67.8,55201,41190,41190,66.4,2565,11,0.8642,9676,12170,100,25.21994135,"21.106944444",60.97222222,7.99
"St. John's University-New York",0.6609,24.19,27.52,65527,53020,53020,83.43,9477,16,0.787,13500,13576,45.85,31.64556962,"19.701235016",59.04467853,24.9
"SUNY College of Technology at Alfred",0.5506,44.97,57.03,25385,8892,16837,75.68,3563,16,0.6546,6459,12894,74,33.27526132,"20.994094488",36.02362205,13.36
"SUNY College of Technology at Canton",0.3845,50.42,58.57,24906,8742,13572,92.15,2741,18,0.6949,7884,11535,57.81,36.98092031,"22.485432099",57.13580247,11.86
"SUNY College of Technology at Delhi",0.4543,49.01,55.4,26944,8772,12762,89.01,2843,13,0.5694,6928,13774,62.84,37.86565547,"21.982938389",50.75829384,19.03
"SUNY College of Agriculture and Technology at Cobleskill",0.4234,43.29,55.58,27786,8768,18678,84.02,1904,15,0.6871,7556,13476,64.24,32.89760349,"20.544108178",53.70251127,13.81
"Farmingdale State College",0.5278,36.25,22.91,18966,8626,18536,63.29,9552,18,0.8157,9379,11226,35.74,39.7044004,"22.485995232",46.39451728,30.11
"SUNY Morrisville",0.2808,59.59,70.95,26833,8825,19245,91.54,1923,14,0.5749,7440,19168,54.15,35.06146446,"21.307874763",49.66793169,13.1
"University at Albany",0.6145,43.69,50.92,28802,10866,31256,69.1,12564,16,0.8344,11012,17210,56.9,30.08942662,"20.611145511",52.87925697,19.63
"Binghamton University",0.8162,28.12,39.42,30345,10567,30447,38.61,14655,18,0.8938,11086,14520,79.23,24.83826248,"20.234634462",51.77916757,13.64
"University at Buffalo",0.7518,33.13,39.74,30785,10936,31536,74.18,20112,11,0.8521,12415,19048,70.19,28.06191117,"20.669631977",42.7613941,9.41
"Stony Brook University",0.7556,39.44,35.3,30539,10931,32741,49.04,18101,19,0.8981,14008,22608,61.74,36.14088821,"21.160121869",51.01557211,15.79
"SUNY College of Environmental Science and Forestry",0.6632,19.65,30.82,28133,9303,22263,63.28,1839,14,0.8702,9954,25510,78.98,20.42553191,"20.924450549",46.97802198,10.88
"SUNY Polytechnic Institute",0.5508,39.65,42.17,23741,8625,21215,81.35,1849,13,0.6915,9835,11232,46.3,30.52415211,"22.76504298",35.91212989,11.74
"SUNY Brockport",0.5513,40.19,60.01,26046,8752,15822,70.68,5784,17,0.7177,8645,14329,53.37,31.52955896,"22.237836291",58.12821981,9.75
"SUNY Buffalo State University",0.3331,55.6,50.1,24279,8533,19653,72.95,5097,14,0.5772,9132,15967,52.13,34.01759531,"21.234532374",57.71839671,13.03
"State University of New York at Cortland",0.6803,27.42,60.66,28108,8874,18784,59.79,5901,15,0.8109,7557,11144,58.08,27.09096968,"20.381115612",54.03552509,12.05
"SUNY at Fredonia",0.5021,38.83,65.1,25879,8831,19771,77.7,2755,11,0.7624,8123,17136,54.07,22.81675921,"20.098531502",60.82425391,10.6
"SUNY College at Geneseo",0.7145,27.64,50.72,27709,8999,19569,66.45,3869,16,0.8699,8765,14838,62.73,18.63874346,"19.834839357",61.89759036,7.86
"State University of New York at New Paltz",0.716,31.9,42,28428,8572,18822,61.61,6086,16,0.8502,8406,13655,48.6,31.69421488,"21.028475084",63.54439865,23.6
"SUNY Oneonta",0.6881,36.02,57.29,28821,8831,19781,69.6,4643,13,0.7551,7888,13074,61.17,25.77405858,"20.09214619",60.84758942,18.39
"State University of New York at Oswego",0.6036,39.65,52.28,27052,8825,18735,80.55,5473,15,0.7045,8147,13885,65.38,27.81818182,"20.690869087",51.29262926,14.96
"SUNY College at Potsdam",0.453,40.34,55,25083,8768,18678,77.7,1823,11,0.7767,7383,17215,62.72,34.11488863,"20.457680251",58.30721003,11.68
"SUNY at Purchase College",0.6277,35.51,41.93,29043,8953,19203,74.05,3197,12,0.8031,8079,19625,40.04,24.13793103,"21.07367829",58.8863892,28.53
"SUNY Old Westbury",0.4457,49.27,28.2,21287,8422,18842,83.63,4162,17,0.7177,10290,13648,41.71,39.38859494,"23.1072295",61.5720524,33.78
"State University of New York at Plattsburgh",0.5851,40.56,56.92,28244,9035,18945,78.41,3769,15,0.732,8116,14050,63.19,31.37166139,"21.075051546",58.80412371,13.72
"SUNY Maritime College",0.6439,22.12,38.78,29786,8589,19159,72.41,1285,15,0.8346,8873,20252,76.85,21.48288973,"20.394594595",12.61261261,18.68
"Syracuse University",0.8361,17.07,32.42,84517,65528,65528,45.92,15477,15,0.9013,13189,20551,68.44,18.86792453,"20.151344025",55.47775017,12.48
"Touro University",0.7239,30.2,24.49,40500,22450,22450,60.83,4040,10,0.8883,9964,15871,40.45,38.27940016,"26.6415593",74.2979848,12.2
"Union College",0.8039,14.36,44.04,84561,69039,69039,43.92,2046,9,0.9018,12031,26013,89.56,13.003663,"19.473229706",49.56822107,10.95
"Utica University",0.5624,33.37,66.05,37205,26930,26930,91.95,2278,12,0.7071,9148,10197,45.09,31.56398104,"23.991803279",60.48317515,10.8
"Vassar College",0.9108,19.24,38.76,87419,71030,71030,18.57,2444,7,0.949,13587,34689,85.32,14.18439716,"19.445205479",56.71232877,13.58
"Villa Maria College",0.3145,64.77,52.29,36335,28670,28670,86.59,603,10,0.7647,5508,7785,22.31,37.89731051,"22.266393443",58.81147541,5.8
"School of Visual Arts",0.7568,15.57,25.68,78051,51400,51400,92.64,3244,9,0.8548,4435,17394,14.89,25.53444181,"20.579064588",66.36971047,11.59
"Wagner College",0.6514,23.85,53.43,65574,53200,53200,88,1651,11,0.8342,8122,14143,100,28.45303867,"20.273794003",62.45110821,15.14
"The College of Westchester",0.3765,62.29,56.45,31660,25191,25191,94.42,759,19,0.7931,6287,5505,20,50.79086116,"24.858837485",63.22657177,50.46
"Yeshiva University",0.832,13.44,16.07,70892,51800,51800,55.62,2852,7,0.9153,13637,18550,100,14.38596491,"19.572649573",51.62393162,2.84
"Appalachian State University",0.7453,26.42,36.6,23169,7579,25212,90.14,19444,16,0.8369,9281,8690,77.7,25.00863558,"21.07693575",57.49588138,9.42
"Barton College",0.4585,37.32,63.71,51935,37250,37250,94.2,982,14,0.6548,6671,8229,97.87,35.00931099,"23.259504132",73.05785124,10.39
"Belmont Abbey College",0.4668,24.21,47.64,34788,19500,19500,74.65,1276,12,0.7044,7019,7400,67.86,27.36982644,"23.723964868",51.81932246,9.95
"Brevard College",0.4884,40.58,69.11,47288,32280,32280,42.16,815,12,0.6151,6053,6755,100,29.46428571,"20.122621564",41.86046512,7.61
"Cabarrus College of Health Sciences",0.7143,28.74,80.79,26375,16550,16550,23.38,712,11,1,8088,9077,53.85,36.99186992,"26.815384615",86.53846154,10.81
"Campbell University",0.6096,37.58,38.82,62187,41600,41600,87.18,2680,13,0.7616,9210,14458,49.59,31.12033195,"23.996165317",57.73327652,13.99
"Catawba College",0.4729,41,53.18,49516,34300,34300,75.21,1235,13,0.773,8682,12087,80.83,29.92366412,"22.792426367",53.15568022,10.04
"Chowan University",0.2995,56.58,56.9,39027,27910,27910,68.79,603,15,0.7081,7034,6985,100,37.0405278,"20.430307942",51.21555916,8.79
"Davidson College",0.9107,17.59,8.67,79475,64410,64410,13.37,1867,8,0.9461,13033,22692,95.98,15.77380952,"19.438395415",46.13180516,11.14
"Duke University",0.9678,14.03,13.64,87072,68758,68758,5.71,6442,5,0.9793,19001,87044,94.49,13.45885635,"21.316141996",54.65505693,10.73
"East Carolina University",0.6262,31.8,38.7,23867,7361,23638,89.21,19896,17,0.8272,9595,14141,76.97,26.46028037,"21.91905232",59.33969508,10.45
"Elizabeth City State University",0.4351,53.52,53.96,17701,6536,10536,64.22,1975,19,0.7688,8621,10492,80.58,37.45704467,"21.916923077",52.30769231,5.57
"Elon University",0.8404,9.93,24.47,62266,46958,46958,66.35,6452,11,0.898,10563,19988,82.36,9.09090909,"19.548833189",57.99481417,7.21
"Fayetteville State University",0.3846,56.6,45.97,16652,4353,8353,82.15,5762,20,0.7529,9421,8747,76.92,40.89541008,"26.889506375",69.82674076,9.81
"Gardner-Webb University",0.5539,37.07,47.17,47091,34760,34760,77.21,1856,12,0.5533,7375,8808,99.29,35.4704413,"25.118012422",67.39130435,3.99
"Greensboro College",0.462,46.11,66.13,35165,21000,21000,70.14,708,10,0.6587,6155,9444,100,31.5978456,"21.827079935",44.20880914,9.75
"Guilford College",0.4581,43.71,50.69,55689,41362,41362,80,1001,12,0.6492,7005,8232,52.94,26.32275132,"22.950839329",50.11990408,15.58
"High Point University",0.737,11.85,41.11,65548,45312,45312,75.31,5129,21,0.8535,9147,13024,100,14.77869467,"19.443148688",63.33819242,8.7
"Johnson C Smith University",0.3429,69.47,74.57,34923,21300,21300,45.21,1244,12,0.7133,7806,10570,58.74,36.44171779,"23.284491979",58.60962567,0.48
"Lees-McRae College",0.4208,37.29,59.41,49498,33250,33250,76.78,873,11,0.6884,6116,7880,50,40.1384083,"25.192245557",66.72051696,4.7
"Lenoir-Rhyne University",0.4778,39.2,55.72,44621,31900,31900,84.59,1359,15,0.7553,7780,10703,100,31.66069295,"20.438730853",60.28446389,8.83
"Livingstone College",0.2819,82.12,78.1,28305,18296,18296,59.25,924,14,0.7063,5732,8418,77.03,39.21800948,"20.410152284",49.13705584,0.54
"Mars Hill University",0.4487,46.21,62.08,50099,37736,37736,67.9,1044,11,0.6933,5935,15848,62.1,34.40094899,"21.237362637",56.37362637,9.48
"Meredith College",0.7007,35.91,54.85,57313,45630,45630,74.18,1188,10,0.7938,7652,14651,100,21.99488491,"21.390625",97.95673077,19.11
"Methodist University",0.4351,41.3,58.01,55796,41250,41250,75.14,1448,11,0.651,8728,11574,61.78,32.06865402,"23.121035058",45.65943239,11.88
"Montreat College",0.5031,39.13,67.72,47133,36450,36450,69.2,762,11,0.5888,6390,7421,36.69,30.33707865,"23.186295503",49.46466809,2.23
"University of Mount Olive",0.5178,44.71,68.92,38569,27366,27366,75.75,1796,17,0.7165,7025,3971,100,43.25068871,"30.032875368",70.31403337,10.24
"North Carolina A & T State University",0.5718,52.31,54.76,20427,6813,20673,49.9,12182,20,0.7752,10522,8093,60.08,28.08621816,"21.353443143",56.9954356,4.43
"University of North Carolina Asheville",0.5448,32.37,38.56,21685,7501,24849,91.92,2910,13,0.7209,9155,13642,82.8,21.83984116,"22.01525747",61.22059758,10.34
"University of North Carolina at Chapel Hill",0.9117,20.04,13.08,26055,8994,41203,15.34,20752,15,0.9661,15046,33767,78.27,19.93713516,"20.319682676",61.96397942,9.71
"University of North Carolina at Charlotte",0.6897,33.94,39.22,23010,7239,22492,79.6,24453,21,0.8498,11828,11037,70.3,28.40072549,"22.018143962",52.23081499,15.54
"University of North Carolina at Greensboro",0.5631,50.24,45.75,21373,7661,24012,88.51,14062,18,0.7891,9693,9830,76.84,31.27645051,"22.526289744",68.52653718,17.47
"North Carolina Central University",0.4165,58.7,62.93,26556,6699,19735,86.96,6081,16,0.7271,9555,12526,67.68,32.86619953,"22.54395766",67.21552485,5.74
"North Carolina State University at Raleigh",0.8476,19.58,33.45,26425,8799,32847,41.74,27371,15,0.9447,12820,18060,87.67,19.29167376,"20.854061121",49.99182873,9.42
"North Carolina Wesleyan University",0.4197,49.75,63.94,49974,35736,35736,80.23,1214,13,0.5854,6597,5633,41.38,46.77060134,"28.49009247",60.5680317,3.05
"University of North Carolina Wilmington",0.7059,23.95,36.13,26547,7277,24152,64.24,14922,17,0.8816,10074,10765,72.05,25.89784517,"22.819777316",63.08737498,9.08
"William Peace University",0.4481,34.25,46.71,49362,34176,34176,94.25,666,13,0.7358,6905,5817,48.57,29.36802974,"22.983361065",60.39933444,13.81
"University of North Carolina at Pembroke",0.4354,50.08,42.55,17261,3648,7648,93.26,5330,14,0.7164,8725,7136,73.22,36.56313302,"22.893597278",60.6557377,11.14
"Pfeiffer University",0.3497,50.76,70.18,45542,35070,35070,96.03,655,11,0.7231,7705,13663,52.73,33.33333333,"24.476767677",53.73737374,10.84
"Queens University of Charlotte",0.6131,24.03,70.43,65742,45846,45846,62.08,1211,9,0.7406,8748,10698,56.05,21.90332326,"23.403133903",73.36182336,13.87
"Mid-Atlantic Christian University",0.2075,37.64,52.81,33011,17280,17280,62.16,132,9,0.3158,5406,10309,43.75,35.04273504,"22.169117647",55.14705882,2.27
"Saint Augustine's University",0.25,50.54,37.1,33179,16896,16896,33.8,172,10,0,6609,10716,54.17,34.53689168,"20.831989247",43.5483871,4.07
"Shaw University",0.2179,66.43,71.17,30861,17538,17538,80.16,875,14,0.5165,5041,7287,57.29,40.05474453,"21.264957265",56.48795649,5.83
"Wake Forest University",0.8915,10.09,13.98,87499,67642,67642,21.67,5485,10,0.9256,12666,35708,75.59,11.96808511,"19.472797927",50.77720207,9.68
"Warren Wilson College",0.42,39.6,52.62,56966,41500,41500,71.34,707,12,0.7092,6280,11579,69.05,20.40133779,"20.477707006",64.33121019,8.63
"Wingate University",0.4635,44.24,51.83,57473,41636,41636,91.13,2668,15,0.7048,8244,9981,54,28.78645343,"20.476190476",64.55026455,10.23
"Winston-Salem State University",0.4668,64.91,67.93,23147,6126,16782,78.26,4170,15,0.7725,9217,11408,67.1,35.35598706,"22.725759768",70.22431259,4.75
"Western Carolina University",0.6026,34.64,44.22,19992,4630,8630,81.83,10024,16,0.7911,9069,9410,73.51,32.9004329,"22.326330867",57.31678205,8.79
"Dickinson State University",0.506,21.48,34.12,20567,9118,9118,37.02,1090,16,0.6744,7146,7350,50,30.53016453,"23.522108844",58.50340136,6.51
"University of Jamestown",0.4904,25.52,61.41,38013,24990,24990,88.08,1041,13,0.6735,7294,10448,100,28.22966507,"20.441176471",49.54751131,7.3
"University of Mary",0.666,20.9,44.35,33672,22356,22356,75.3,2416,14,0.8354,8186,8897,61.96,17.86833856,"22.580742227",65.09528586,0
"Minot State University",0.4505,24.45,36.5,19339,8702,8702,64.62,2062,11,0.6648,8340,9367,88.1,34.71741638,"23.759958071",62.05450734,7.18
"University of North Dakota",0.6048,17.15,41.09,25605,10951,15570,76.9,9981,17,0.8402,10049,18456,92.47,19.1217343,"22.030128373",47.70762379,6.02
"North Dakota State University-Main Campus",0.6389,19.73,51.99,23716,11110,15764,94.96,9471,19,0.7842,10624,11618,97.51,17.27807971,"20.688960343",47.88853162,3.72
"Trinity Bible College and Graduate School",0.4595,61.81,63.19,31544,19700,19700,25.75,141,9,0.6286,5047,9323,100,31.93277311,"21.368421053",41.35338346,9.93
"Valley City State University",0.5333,16.89,29.55,20468,8514,13544,99.07,958,12,0.7086,6935,14718,50.67,26.24768946,"23.173684211",53.50877193,3.24
"Herzing University-Akron",0.1892,76.38,83.46,27417,13450,13450,94.57,391,13,0.25,6817,5535,15.63,52.09032652,"31.289940828",81.35465189,2.3
"University of Akron Main Campus",0.5186,29.1,32.4,26284,13135,20815,59.67,9052,17,0.7298,10255,9734,49.57,36.36497859,"21.54619899",50.14330558,4.26
"University of Akron Wayne College",0.1852,12.49,8.89,15993,7723,15403,89.92,457,42,0.5854,7842,7838,5.56,36.36497859,"21.54619899",50.14330558,4.6
"Art Academy of Cincinnati",0.4127,50.59,69.02,53879,41375,41375,34.49,205,9,0.5088,5527,6541,26.32,30.76923077,"21.765957447",74.46808511,5.37
"Ashland University",0.6063,28.85,37.94,43434,31210,31210,76.4,2199,14,0.7652,7701,11063,29.92,40.89443997,"29.591521525",44.03549129,4.09
"Aultman College of Nursing and Health Sciences",0.5333,36.93,55.6,28979,20230,20230,45.88,280,11,0.7222,7225,10386,31.58,52.40174672,"26.131147541",90.16393443,1.43
"Baldwin Wallace University",0.6677,29.16,82.2,55606,39832,39832,75.7,2842,12,0.8384,8614,15441,55.23,31.80887372,"21.133462282",53.90070922,7.88
"Bluffton University",0.5294,44.68,76.58,51862,37362,37362,67.23,582,11,0.5957,5689,11125,51.11,32.72311213,"21.158008658",46.75324675,3.44
"Bowling Green State University-Main Campus",0.6373,23.13,47.94,33007,14460,22448,80.96,12812,17,0.8157,10477,11814,70.93,30.32948465,"20.805938211",60.13106861,5.79
"Capital University",0.6027,33.89,62.74,57130,43234,43234,70.22,1585,9,0.7554,8673,13045,46.25,27.5147929,"21.992977528",62.57022472,8.26
"Case Western Reserve University",0.8717,17.52,47.41,85851,66608,66608,36.54,6437,9,0.9214,13338,35710,75.18,10.85126286,"19.656907594",47.2095151,11.64
"Cedarville University",0.7253,15.22,33.3,49320,37150,37150,65.29,4024,14,0.8958,8563,9927,57.39,12.65597148,"19.749781277",53.36832896,3.55
"Central State University",0.2281,52.7,41.64,21929,8058,10058,98.61,2620,16,0.5592,7698,4813,100,40.03590664,"20.391891892",54.95495495,4.77
"The Christ College of Nursing and Health Sciences",0.5571,34.9,60.92,28094,16836,16836,58.94,713,11,0.6912,7243,8118,69.23,39.59899749,"25.821029083",91.94630872,2.95
"University of Cincinnati-Main Campus",0.7496,18.76,37.32,32171,13976,29310,85.29,29882,19,0.8535,11468,12292,57.2,30.97519247,"22.327481647",55.98467922,5.36
"Ohio Christian University",0.3394,33.66,42.39,35017,24600,24600,37.97,862,14,0.6237,4506,4905,100,54.74074074,"34.519756839",63.82978723,4.99
"Cleveland Institute of Art",0.5771,42.23,78.8,64587,49400,49400,61.35,539,9,0.878,7134,14182,47.12,26.71232877,"20.406557377",65.57377049,11.13
"Cleveland State University",0.5057,40.51,73.7,27159,12988,18510,91.3,8969,16,0.7032,9480,12674,83.99,38.37554585,"23.708822596",58.93367185,9.47
"Columbus College of Art & Design",0.556,39.19,69.88,54443,40825,40825,67.66,882,10,0.8032,5663,13051,35.19,24.56140351,"20.618367347",70,8.73
"University of Dayton",0.8018,15.81,40.44,65881,49140,49140,65.45,7682,14,0.8906,9699,13290,70.29,10.24121879,"19.622861911",51.98164372,6.72
"Defiance College",0.3057,49.78,72.41,53667,29320,29320,47.55,499,11,0.5565,6646,11859,60,35.53719008,"21.41038961",42.85714286,6.81
