country,year,pop,continent,gdpPercap,lifeExp
Finland,1957,4324000,Europe,7545.415386,67.49
Finland,1962,4491443,Europe,9371.842561,68.75
Finland,1967,4605744,Europe,10921.63626,69.83
Finland,1972,4639657,Europe,14358.8759,70.87
Finland,1977,4738902,Europe,15605.42283,72.52
Finland,1982,4826933,Europe,18533.15761,74.55
Finland,1987,4931729,Europe,21141.01223,74.83
Finland,1992,5041039,Europe,20647.16499,75.7
Finland,1997,5134406,Europe,23723.9502,77.13
Finland,2002,5193039,Europe,28204.59057,78.37
Finland,2007,5238460,Europe,33207.0844,79.313
France,1952,42459667,Europe,7029.809327,67.41
France,1957,44310863,Europe,8662.834898,68.93
France,1962,47124000,Europe,10560.48553,70.51
France,1967,49569000,Europe,12999.91766,71.55
France,1972,51732000,Europe,16107.19171,72.38
France,1977,53165019,Europe,18292.63514,73.83
France,1982,54433565,Europe,20293.89746,74.89
France,1987,55630100,Europe,22066.44214,76.34
France,1992,57374179,Europe,24703.79615,77.46
France,1997,58623428,Europe,25889.78487,78.64
France,2002,59925035,Europe,28926.03234,79.59
France,2007,61083916,Europe,30470.0167,80.657
Gabon,1952,420702,Africa,4293.476475,37.003
Gabon,1957,434904,Africa,4976.198099,38.999
Gabon,1962,455661,Africa,6631.459222,40.489
Gabon,1967,489004,Africa,8358.761987,44.598
Gabon,1972,537977,Africa,11401.94841,48.69
Gabon,1977,706367,Africa,21745.57328,52.79
Gabon,1982,753874,Africa,15113.36194,56.564
Gabon,1987,880397,Africa,11864.40844,60.19
Gabon,1992,985739,Africa,13522.15752,61.366
Gabon,1997,1126189,Africa,14722.84188,60.461
Gabon,2002,1299304,Africa,12521.71392,56.761
Gabon,2007,1454867,Africa,13206.48452,56.735
Gambia,1952,284320,Africa,485.2306591,30
Gambia,1957,323150,Africa,520.9267111,32.065
Gambia,1962,374020,Africa,599.650276,33.896
Gambia,1967,439593,Africa,734.7829124,35.857
Gambia,1972,517101,Africa,756.0868363,38.308
Gambia,1977,608274,Africa,884.7552507,41.842
Gambia,1982,715523,Africa,835.8096108,45.58
Gambia,1987,848406,Africa,611.6588611,49.265
Gambia,1992,1025384,Africa,665.6244126,52.644
Gambia,1997,1235767,Africa,653.7301704,55.861
Gambia,2002,1457766,Africa,660.5855997,58.041
Gambia,2007,1688359,Africa,752.7497265,59.448
Germany,1952,69145952,Europe,7144.114393,67.5
Germany,1957,71019069,Europe,10187.82665,69.1
Germany,1962,73739117,Europe,12902.46291,70.3
Germany,1967,76368453,Europe,14745.62561,70.8
Germany,1972,78717088,Europe,18016.18027,71
Germany,1977,78160773,Europe,20512.92123,72.5
Germany,1982,78335266,Europe,22031.53274,73.8
Germany,1987,77718298,Europe,24639.18566,74.847
Germany,1992,80597764,Europe,26505.30317,76.07
Germany,1997,82011073,Europe,27788.88416,77.34
Germany,2002,82350671,Europe,30035.80198,78.67
Germany,2007,82400996,Europe,32170.37442,79.406
Ghana,1952,5581001,Africa,911.2989371,43.149
Ghana,1957,6391288,Africa,1043.561537,44.779
Ghana,1962,7355248,Africa,1190.041118,46.452
Ghana,1967,8490213,Africa,1125.69716,48.072
Ghana,1972,9354120,Africa,1178.223708,49.875
Ghana,1977,10538093,Africa,993.2239571,51.756
Ghana,1982,11400338,Africa,876.032569,53.744
Ghana,1987,14168101,Africa,847.0061135,55.729
Ghana,1992,16278738,Africa,925.060154,57.501
Ghana,1997,18418288,Africa,1005.245812,58.556
Ghana,2002,20550751,Africa,1111.984578,58.453
Ghana,2007,22873338,Africa,1327.60891,60.022
Greece,1952,7733250,Europe,3530.690067,65.86
Greece,1957,8096218,Europe,4916.299889,67.86
Greece,1962,8448233,Europe,6017.190733,69.51
Greece,1967,8716441,Europe,8513.097016,71
Greece,1972,8888628,Europe,12724.82957,72.34
Greece,1977,9308479,Europe,14195.52428,73.68
Greece,1982,9786480,Europe,15268.42089,75.24
Greece,1987,9974490,Europe,16120.52839,76.67
Greece,1992,10325429,Europe,17541.49634,77.03
Greece,1997,10502372,Europe,18747.69814,77.869
Greece,2002,10603863,Europe,22514.2548,78.256
Greece,2007,10706290,Europe,27538.41188,79.483
Guatemala,1952,3146381,Americas,2428.237769,42.023
Guatemala,1957,3640876,Americas,2617.155967,44.142
Guatemala,1962,4208858,Americas,2750.364446,46.954
Guatemala,1967,4690773,Americas,3242.531147,50.016
Guatemala,1972,5149581,Americas,4031.408271,53.738
Guatemala,1977,5703430,Americas,4879.992748,56.029
Guatemala,1982,6395630,Americas,4820.49479,58.137
Guatemala,1987,7326406,Americas,4246.485974,60.782
Guatemala,1992,8486949,Americas,4439.45084,63.373
Guatemala,1997,9803875,Americas,4684.313807,66.322
Guatemala,2002,11178650,Americas,4858.347495,68.978
Guatemala,2007,12572928,Americas,5186.050003,70.259
Guinea,1952,2664249,Africa,510.1964923,33.609
Guinea,1957,2876726,Africa,576.2670245,34.558
Guinea,1962,3140003,Africa,686.3736739,35.753
Guinea,1967,3451418,Africa,708.7595409,37.197
Guinea,1972,3811387,Africa,741.6662307,38.842
Guinea,1977,4227026,Africa,874.6858643,40.762
Guinea,1982,4710497,Africa,857.2503577,42.891
Guinea,1987,5650262,Africa,805.5724718,45.552
Guinea,1992,6990574,Africa,794.3484384,48.576
Guinea,1997,8048834,Africa,869.4497668,51.455
Guinea,2002,8807818,Africa,945.5835837,53.676
Guinea,2007,9947814,Africa,942.6542111,56.007
Guinea-Bissau,1952,580653,Africa,299.850319,32.5
Guinea-Bissau,1957,601095,Africa,431.7904566,33.489
Guinea-Bissau,1962,627820,Africa,522.0343725,34.488
Guinea-Bissau,1967,601287,Africa,715.5806402,35.492
Guinea-Bissau,1972,625361,Africa,820.2245876,36.486
Guinea-Bissau,1977,745228,Africa,764.7259628,37.465
Guinea-Bissau,1982,825987,Africa,838.1239671,39.327
Guinea-Bissau,1987,927524,Africa,736.4153921,41.245
Guinea-Bissau,1992,1050938,Africa,745.5398706,43.266
Guinea-Bissau,1997,1193708,Africa,796.6644681,44.873
Guinea-Bissau,2002,1332459,Africa,575.7047176,45.504
Guinea-Bissau,2007,1472041,Africa,579.231743,46.388
Haiti,1952,3201488,Americas,1840.366939,37.579
Haiti,1957,3507701,Americas,1726.887882,40.696
Haiti,1962,3880130,Americas,1796.589032,43.59
Haiti,1967,4318137,Americas,1452.057666,46.243
Haiti,1972,4698301,Americas,1654.456946,48.042
Haiti,1977,4908554,Americas,1874.298931,49.923
Haiti,1982,5198399,Americas,2011.159549,51.461
Haiti,1987,5756203,Americas,1823.015995,53.636
Haiti,1992,6326682,Americas,1456.309517,55.089
Haiti,1997,6913545,Americas,1341.726931,56.671
Haiti,2002,7607651,Americas,1270.364932,58.137
Haiti,2007,8502814,Americas,1201.637154,60.916
Honduras,1952,1517453,Americas,2194.926204,41.912
Honduras,1957,1770390,Americas,2220.487682,44.665
Honduras,1962,2090162,Americas,2291.156835,48.041
Honduras,1967,2500689,Americas,2538.269358,50.924
Honduras,1972,2965146,Americas,2529.842345,53.884
Honduras,1977,3055235,Americas,3203.208066,57.402
Honduras,1982,3669448,Americas,3121.760794,60.909
Honduras,1987,4372203,Americas,3023.096699,64.492
Honduras,1992,5077347,Americas,3081.694603,66.399
Honduras,1997,5867957,Americas,3160.454906,67.659
Honduras,2002,6677328,Americas,3099.72866,68.565
Honduras,2007,7483763,Americas,3548.330846,70.198
Hong Kong China,1952,2125900,Asia,3054.421209,60.96
Hong Kong China,1957,2736300,Asia,3629.076457,64.75
Hong Kong China,1962,3305200,Asia,4692.648272,67.65
Hong Kong China,1967,3722800,Asia,6197.962814,70
Hong Kong China,1972,4115700,Asia,8315.928145,72
Hong Kong China,1977,4583700,Asia,11186.14125,73.6
Hong Kong China,1982,5264500,Asia,14560.53051,75.45
Hong Kong China,1987,5584510,Asia,20038.47269,76.2
Hong Kong China,1992,5829696,Asia,24757.60301,77.601
Hong Kong China,1997,6495918,Asia,28377.63219,80
Hong Kong China,2002,6762476,Asia,30209.01516,81.495
Hong Kong China,2007,6980412,Asia,39724.97867,82.208
Hungary,1952,9504000,Europe,5263.673816,64.03
Hungary,1957,9839000,Europe,6040.180011,66.41
Hungary,1962,10063000,Europe,7550.359877,67.96
Hungary,1967,10223422,Europe,9326.64467,69.5
Hungary,1972,10394091,Europe,10168.65611,69.76
Hungary,1977,10637171,Europe,11674.83737,69.95
Hungary,1982,10705535,Europe,12545.99066,69.39
Hungary,1987,10612740,Europe,12986.47998,69.58
Hungary,1992,10348684,Europe,10535.62855,69.17
Hungary,1997,10244684,Europe,11712.7768,71.04
Hungary,2002,10083313,Europe,14843.93556,72.59
Hungary,2007,9956108,Europe,18008.94444,73.338
Iceland,1952,147962,Europe,7267.688428,72.49
Iceland,1957,165110,Europe,9244.001412,73.47
Iceland,1962,182053,Europe,10350.15906,73.68
Iceland,1967,198676,Europe,13319.89568,73.73
Iceland,1972,209275,Europe,15798.06362,74.46
Iceland,1977,221823,Europe,19654.96247,76.11
Iceland,1982,233997,Europe,23269.6075,76.99
Iceland,1987,244676,Europe,26923.20628,77.23
Iceland,1992,259012,Europe,25144.39201,78.77
Iceland,1997,271192,Europe,28061.09966,78.95
Iceland,2002,288030,Europe,31163.20196,80.5
Iceland,2007,301931,Europe,36180.78919,81.757
India,1952,372000000,Asia,546.5657493,37.373
India,1957,409000000,Asia,590.061996,40.249
India,1962,454000000,Asia,658.3471509,43.605
India,1967,506000000,Asia,700.7706107,47.193
India,1972,567000000,Asia,724.032527,50.651
India,1977,634000000,Asia,813.337323,54.208
India,1982,708000000,Asia,855.7235377,56.596
India,1987,788000000,Asia,976.5126756,58.553
India,1992,872000000,Asia,1164.406809,60.223
India,1997,959000000,Asia,1458.817442,61.765
India,2002,1034172547,Asia,1746.769454,62.879
India,2007,1110396331,Asia,2452.210407,64.698
Indonesia,1952,82052000,Asia,749.6816546,37.468
Indonesia,1957,90124000,Asia,858.9002707,39.918
Indonesia,1962,99028000,Asia,849.2897701,42.518
Indonesia,1967,109343000,Asia,762.4317721,45.964
Indonesia,1972,121282000,Asia,1111.107907,49.203
Indonesia,1977,136725000,Asia,1382.702056,52.702
Indonesia,1982,153343000,Asia,1516.872988,56.159
Indonesia,1987,169276000,Asia,1748.356961,60.137
Indonesia,1992,184816000,Asia,2383.140898,62.681
Indonesia,1997,199278000,Asia,3119.335603,66.041
Indonesia,2002,211060000,Asia,2873.91287,68.588
Indonesia,2007,223547000,Asia,3540.651564,70.65
Iran,1952,17272000,Asia,3035.326002,44.869
Iran,1957,19792000,Asia,3290.257643,47.181
Iran,1962,22874000,Asia,4187.329802,49.325
Iran,1967,26538000,Asia,5906.731805,52.469
Iran,1972,30614000,Asia,9613.818607,55.234
Iran,1977,35480679,Asia,11888.59508,57.702
Iran,1982,43072751,Asia,7608.334602,59.62
Iran,1987,51889696,Asia,6642.881371,63.04
Iran,1992,60397973,Asia,7235.653188,65.742
Iran,1997,63327987,Asia,8263.590301,68.042
Iran,2002,66907826,Asia,9240.761975,69.451
Iran,2007,69453570,Asia,11605.71449,70.964
Iraq,1952,5441766,Asia,4129.766056,45.32
Iraq,1957,6248643,Asia,6229.333562,48.437
Iraq,1962,7240260,Asia,8341.737815,51.457
Iraq,1967,8519282,Asia,8931.459811,54.459
Iraq,1972,10061506,Asia,9576.037596,56.95
Iraq,1977,11882916,Asia,14688.23507,60.413
Iraq,1982,14173318,Asia,14517.90711,62.038
Iraq,1987,16543189,Asia,11643.57268,65.044
Iraq,1992,17861905,Asia,3745.640687,59.461
Iraq,1997,20775703,Asia,3076.239795,58.811
Iraq,2002,24001816,Asia,4390.717312,57.046
Iraq,2007,27499638,Asia,4471.061906,59.545
Ireland,1952,2952156,Europe,5210.280328,66.91
Ireland,1957,2878220,Europe,5599.077872,68.9
Ireland,1962,2830000,Europe,6631.597314,70.29
Ireland,1967,2900100,Europe,7655.568963,71.08
Ireland,1972,3024400,Europe,9530.772896,71.28
Ireland,1977,3271900,Europe,11150.98113,72.03
Ireland,1982,3480000,Europe,12618.32141,73.1
Ireland,1987,3539900,Europe,13872.86652,74.36
Ireland,1992,3557761,Europe,17558.81555,75.467
Ireland,1997,3667233,Europe,24521.94713,76.122
Ireland,2002,3879155,Europe,34077.04939,77.783
Ireland,2007,4109086,Europe,40675.99635,78.885
Israel,1952,1620914,Asia,4086.522128,65.39
Israel,1957,1944401,Asia,5385.278451,67.84
Israel,1962,2310904,Asia,7105.630706,69.39
Israel,1967,2693585,Asia,8393.741404,70.75
Israel,1972,3095893,Asia,12786.93223,71.63
Israel,1977,3495918,Asia,13306.61921,73.06
Israel,1982,3858421,Asia,15367.0292,74.45
Israel,1987,4203148,Asia,17122.47986,75.6
Israel,1992,4936550,Asia,18051.52254,76.93
Israel,1997,5531387,Asia,20896.60924,78.269
Israel,2002,6029529,Asia,21905.59514,79.696
Israel,2007,6426679,Asia,25523.2771,80.745
Italy,1952,47666000,Europe,4931.404155,65.94
Italy,1957,49182000,Europe,6248.656232,67.81
Italy,1962,50843200,Europe,8243.58234,69.24
Italy,1967,52667100,Europe,10022.40131,71.06
Italy,1972,54365564,Europe,12269.27378,72.19
Italy,1977,56059245,Europe,14255.98475,73.48
Italy,1982,56535636,Europe,16537.4835,74.98
Italy,1987,56729703,Europe,19207.23482,76.42
Italy,1992,56840847,Europe,22013.64486,77.44
Italy,1997,57479469,Europe,24675.02446,78.82
Italy,2002,57926999,Europe,27968.09817,80.24
Italy,2007,58147733,Europe,28569.7197,80.546
Jamaica,1952,1426095,Americas,2898.530881,58.53
Jamaica,1957,1535090,Americas,4756.525781,62.61
Jamaica,1962,1665128,Americas,5246.107524,65.61
Jamaica,1967,1861096,Americas,6124.703451,67.51
Jamaica,1972,1997616,Americas,7433.889293,69
Jamaica,1977,2156814,Americas,6650.195573,70.11
Jamaica,1982,2298309,Americas,6068.05135,71.21
Jamaica,1987,2326606,Americas,6351.237495,71.77
Jamaica,1992,2378618,Americas,7404.923685,71.766
Jamaica,1997,2531311,Americas,7121.924704,72.262
Jamaica,2002,2664659,Americas,6994.774861,72.047
Jamaica,2007,2780132,Americas,7320.880262,72.567
Japan,1952,86459025,Asia,3216.956347,63.03
Japan,1957,91563009,Asia,4317.694365,65.5
Japan,1962,95831757,Asia,6576.649461,68.73
Japan,1967,100825279,Asia,9847.788607,71.43
Japan,1972,107188273,Asia,14778.78636,73.42
Japan,1977,113872473,Asia,16610.37701,75.38
Japan,1982,118454974,Asia,19384.10571,77.11
Japan,1987,122091325,Asia,22375.94189,78.67
Japan,1992,124329269,Asia,26824.89511,79.36
Japan,1997,125956499,Asia,28816.58499,80.69
Japan,2002,127065841,Asia,28604.5919,82
Japan,2007,127467972,Asia,31656.06806,82.603
Jordan,1952,607914,Asia,1546.907807,43.158
Jordan,1957,746559,Asia,1886.080591,45.669
Jordan,1962,933559,Asia,2348.009158,48.126
Jordan,1967,1255058,Asia,2741.796252,51.629
Jordan,1972,1613551,Asia,2110.856309,56.528
Jordan,1977,1937652,Asia,2852.351568,61.134
Jordan,1982,2347031,Asia,4161.415959,63.739
Jordan,1987,2820042,Asia,4448.679912,65.869
Jordan,1992,3867409,Asia,3431.593647,68.015
Jordan,1997,4526235,Asia,3645.379572,69.772
Jordan,2002,5307470,Asia,3844.917194,71.263
Jordan,2007,6053193,Asia,4519.461171,72.535
Kenya,1952,6464046,Africa,853.540919,42.27
Kenya,1957,7454779,Africa,944.4383152,44.686
Kenya,1962,8678557,Africa,896.9663732,47.949
Kenya,1967,10191512,Africa,1056.736457,50.654
Kenya,1972,12044785,Africa,1222.359968,53.559
Kenya,1977,14500404,Africa,1267.613204,56.155
Kenya,1982,17661452,Africa,1348.225791,58.766
Kenya,1987,21198082,Africa,1361.936856,59.339
Kenya,1992,25020539,Africa,1341.921721,59.285
Kenya,1997,28263827,Africa,1360.485021,54.407
Kenya,2002,31386842,Africa,1287.514732,50.992
Kenya,2007,35610177,Africa,1463.249282,54.11
Korea Dem. Rep.,1952,8865488,Asia,1088.277758,50.056
Korea Dem. Rep.,1957,9411381,Asia,1571.134655,54.081
Korea Dem. Rep.,1962,10917494,Asia,1621.693598,56.656
Korea Dem. Rep.,1967,12617009,Asia,2143.540609,59.942
Korea Dem. Rep.,1972,14781241,Asia,3701.621503,63.983
Korea Dem. Rep.,1977,16325320,Asia,4106.301249,67.159
Korea Dem. Rep.,1982,17647518,Asia,4106.525293,69.1
Korea Dem. Rep.,1987,19067554,Asia,4106.492315,70.647
Korea Dem. Rep.,1992,20711375,Asia,3726.063507,69.978
Korea Dem. Rep.,1997,21585105,Asia,1690.756814,67.727
Korea Dem. Rep.,2002,22215365,Asia,1646.758151,66.662
Korea Dem. Rep.,2007,23301725,Asia,1593.06548,67.297
Korea Rep.,1952,20947571,Asia,1030.592226,47.453
Korea Rep.,1957,22611552,Asia,1487.593537,52.681
Korea Rep.,1962,26420307,Asia,1536.344387,55.292
Korea Rep.,1967,30131000,Asia,2029.228142,57.716
Korea Rep.,1972,33505000,Asia,3030.87665,62.612
Korea Rep.,1977,36436000,Asia,4657.22102,64.766
Korea Rep.,1982,39326000,Asia,5622.942464,67.123
Korea Rep.,1987,41622000,Asia,8533.088805,69.81
Korea Rep.,1992,43805450,Asia,12104.27872,72.244
Korea Rep.,1997,46173816,Asia,15993.52796,74.647
Korea Rep.,2002,47969150,Asia,19233.98818,77.045
Korea Rep.,2007,49044790,Asia,23348.13973,78.623
Kuwait,1952,160000,Asia,108382.3529,55.565
Kuwait,1957,212846,Asia,113523.1329,58.033
Kuwait,1962,358266,Asia,95458.11176,60.47
Kuwait,1967,575003,Asia,80894.88326,64.624
Kuwait,1972,841934,Asia,109347.867,67.712
Kuwait,1977,1140357,Asia,59265.47714,69.343
Kuwait,1982,1497494,Asia,31354.03573,71.309
Kuwait,1987,1891487,Asia,28118.42998,74.174
Kuwait,1992,1418095,Asia,34932.91959,75.19
Kuwait,1997,1765345,Asia,40300.61996,76.156
Kuwait,2002,2111561,Asia,35110.10566,76.904
Kuwait,2007,2505559,Asia,47306.98978,77.588
Lebanon,1952,1439529,Asia,4834.804067,55.928
Lebanon,1957,1647412,Asia,6089.786934,59.489
Lebanon,1962,1886848,Asia,5714.560611,62.094
Lebanon,1967,2186894,Asia,6006.983042,63.87
Lebanon,1972,2680018,Asia,7486.384341,65.421
Lebanon,1977,3115787,Asia,8659.696836,66.099
Lebanon,1982,3086876,Asia,7640.519521,66.983
Lebanon,1987,3089353,Asia,5377.091329,67.926
Lebanon,1992,3219994,Asia,6890.806854,69.292
Lebanon,1997,3430388,Asia,8754.96385,70.265
Lebanon,2002,3677780,Asia,9313.93883,71.028
Lebanon,2007,3921278,Asia,10461.05868,71.993
Lesotho,1952,748747,Africa,298.8462121,42.138
Lesotho,1957,813338,Africa,335.9971151,45.047
Lesotho,1962,893143,Africa,411.8006266,47.747
Lesotho,1967,996380,Africa,498.6390265,48.492
Lesotho,1972,1116779,Africa,496.5815922,49.767
Lesotho,1977,1251524,Africa,745.3695408,52.208
Lesotho,1982,1411807,Africa,797.2631074,55.078
Lesotho,1987,1599200,Africa,773.9932141,57.18
Lesotho,1992,1803195,Africa,977.4862725,59.685
Lesotho,1997,1982823,Africa,1186.147994,55.558
Lesotho,2002,2046772,Africa,1275.184575,44.593
Lesotho,2007,2012649,Africa,1569.331442,42.592
Liberia,1952,863308,Africa,575.5729961,38.48
Liberia,1957,975950,Africa,620.9699901,39.486
Liberia,1962,1112796,Africa,634.1951625,40.502
Liberia,1967,1279406,Africa,713.6036483,41.536
Liberia,1972,1482628,Africa,803.0054535,42.614
Liberia,1977,1703617,Africa,640.3224383,43.764
Liberia,1982,1956875,Africa,572.1995694,44.852
Liberia,1987,2269414,Africa,506.1138573,46.027
Liberia,1992,1912974,Africa,636.6229191,40.802
Liberia,1997,2200725,Africa,609.1739508,42.221
Liberia,2002,2814651,Africa,531.4823679,43.753
Liberia,2007,3193942,Africa,414.5073415,45.678
Libya,1952,1019729,Africa,2387.54806,42.723
Libya,1957,1201578,Africa,3448.284395,45.289
Libya,1962,1441863,Africa,6757.030816,47.808
Libya,1967,1759224,Africa,18772.75169,50.227
Libya,1972,2183877,Africa,21011.49721,52.773
Libya,1977,2721783,Africa,21951.21176,57.442
Libya,1982,3344074,Africa,17364.27538,62.155
Libya,1987,3799845,Africa,11770.5898,66.234
Libya,1992,4364501,Africa,9640.138501,68.755
Libya,1997,4759670,Africa,9467.446056,71.555
Libya,2002,5368585,Africa,9534.677467,72.737
Libya,2007,6036914,Africa,12057.49928,73.952
Madagascar,1952,4762912,Africa,1443.011715,36.681
Madagascar,1957,5181679,Africa,1589.20275,38.865
Madagascar,1962,5703324,Africa,1643.38711,40.848
Madagascar,1967,6334556,Africa,1634.047282,42.881
Madagascar,1972,7082430,Africa,1748.562982,44.851
Madagascar,1977,8007166,Africa,1544.228586,46.881
Madagascar,1982,9171477,Africa,1302.878658,48.969
Madagascar,1987,10568642,Africa,1155.441948,49.35
Madagascar,1992,12210395,Africa,1040.67619,52.214
Madagascar,1997,14165114,Africa,986.2958956,54.978
Madagascar,2002,16473477,Africa,894.6370822,57.286
Madagascar,2007,19167654,Africa,1044.770126,59.443
Malawi,1952,2917802,Africa,369.1650802,36.256
Malawi,1957,3221238,Africa,416.3698064,37.207
Malawi,1962,3628608,Africa,427.9010856,38.41
Malawi,1967,4147252,Africa,495.5147806,39.487
Malawi,1972,4730997,Africa,584.6219709,41.766
Malawi,1977,5637246,Africa,663.2236766,43.767
Malawi,1982,6502825,Africa,632.8039209,45.642
Malawi,1987,7824747,Africa,635.5173634,47.457
Malawi,1992,10014249,Africa,563.2000145,49.42
Malawi,1997,10419991,Africa,692.2758103,47.495
Malawi,2002,11824495,Africa,665.4231186,45.009
Malawi,2007,13327079,Africa,759.3499101,48.303
Malaysia,1952,6748378,Asia,1831.132894,48.463
Malaysia,1957,7739235,Asia,1810.066992,52.102
Malaysia,1962,8906385,Asia,2036.884944,55.737
Malaysia,1967,10154878,Asia,2277.742396,59.371
Malaysia,1972,11441462,Asia,2849.09478,63.01
Malaysia,1977,12845381,Asia,3827.921571,65.256
Malaysia,1982,14441916,Asia,4920.355951,68
Malaysia,1987,16331785,Asia,5249.802653,69.5
Malaysia,1992,18319502,Asia,7277.912802,70.693
Malaysia,1997,20476091,Asia,10132.90964,71.938
Malaysia,2002,22662365,Asia,10206.97794,73.044
Malaysia,2007,24821286,Asia,12451.6558,74.241
Mali,1952,3838168,Africa,452.3369807,33.685
Mali,1957,4241884,Africa,490.3821867,35.307
Mali,1962,4690372,Africa,496.1743428,36.936
Mali,1967,5212416,Africa,545.0098873,38.487
Mali,1972,5828158,Africa,581.3688761,39.977
Mali,1977,6491649,Africa,686.3952693,41.714
Mali,1982,6998256,Africa,618.0140641,43.916
Mali,1987,7634008,Africa,684.1715576,46.364
Mali,1992,8416215,Africa,739.014375,48.388
Mali,1997,9384984,Africa,790.2579846,49.903
Mali,2002,10580176,Africa,951.4097518,51.818
Mali,2007,12031795,Africa,1042.581557,54.467
Mauritania,1952,1022556,Africa,743.1159097,40.543
Mauritania,1957,1076852,Africa,846.1202613,42.338
Mauritania,1962,1146757,Africa,1055.896036,44.248
Mauritania,1967,1230542,Africa,1421.145193,46.289
Mauritania,1972,1332786,Africa,1586.851781,48.437
Mauritania,1977,1456688,Africa,1497.492223,50.852
Mauritania,1982,1622136,Africa,1481.150189,53.599
Mauritania,1987,1841240,Africa,1421.603576,56.145
Mauritania,1992,2119465,Africa,1361.369784,58.333
Mauritania,1997,2444741,Africa,1483.136136,60.43
Mauritania,2002,2828858,Africa,1579.019543,62.247
Mauritania,2007,3270065,Africa,1803.151496,64.164
Mauritius,1952,516556,Africa,1967.955707,50.986
Mauritius,1957,609816,Africa,2034.037981,58.089
Mauritius,1962,701016,Africa,2529.067487,60.246
Mauritius,1967,789309,Africa,2475.387562,61.557
Mauritius,1972,851334,Africa,2575.484158,62.944
Mauritius,1977,913025,Africa,3710.982963,64.93
Mauritius,1982,992040,Africa,3688.037739,66.711
Mauritius,1987,1042663,Africa,4783.586903,68.74
Mauritius,1992,1096202,Africa,6058.253846,69.745
Mauritius,1997,1149818,Africa,7425.705295,70.736
Mauritius,2002,1200206,Africa,9021.815894,71.954
Mauritius,2007,1250882,Africa,10956.99112,72.801
Mexico,1952,30144317,Americas,3478.125529,50.789
Mexico,1957,35015548,Americas,4131.546641,55.19
Mexico,1962,41121485,Americas,4581.609385,58.299
Mexico,1967,47995559,Americas,5754.733883,60.11
Mexico,1972,55984294,Americas,6809.40669,62.361
Mexico,1977,63759976,Americas,7674.929108,65.032
Mexico,1982,71640904,Americas,9611.147541,67.405
Mexico,1987,80122492,Americas,8688.156003,69.498
Mexico,1992,88111030,Americas,9472.384295,71.455
Mexico,1997,95895146,Americas,9767.29753,73.67
Mexico,2002,102479927,Americas,10742.44053,74.902
Mexico,2007,108700891,Americas,11977.57496,76.195
Mongolia,1952,800663,Asia,786.5668575,42.244
Mongolia,1957,882134,Asia,912.6626085,45.248
Mongolia,1962,1010280,Asia,1056.353958,48.251
Mongolia,1967,1149500,Asia,1226.04113,51.253
Mongolia,1972,1320500,Asia,1421.741975,53.754
Mongolia,1977,1528000,Asia,1647.511665,55.491
Mongolia,1982,1756032,Asia,2000.603139,57.489
Mongolia,1987,2015133,Asia,2338.008304,60.222
Mongolia,1992,2312802,Asia,1785.402016,61.271
Mongolia,1997,2494803,Asia,1902.2521,63.625
Mongolia,2002,2674234,Asia,2140.739323,65.033
Mongolia,2007,2874127,Asia,3095.772271,66.803
Montenegro,1952,413834,Europe,2647.585601,59.164
Montenegro,1957,442829,Europe,3682.259903,61.448
Montenegro,1962,474528,Europe,4649.593785,63.728
Montenegro,1967,501035,Europe,5907.850937,67.178
Montenegro,1972,527678,Europe,7778.414017,70.636
Montenegro,1977,560073,Europe,9595.929905,73.066
Montenegro,1982,562548,Europe,11222.58762,74.101
Montenegro,1987,569473,Europe,11732.51017,74.865
Montenegro,1992,621621,Europe,7003.339037,75.435
Montenegro,1997,692651,Europe,6465.613349,75.445
Montenegro,2002,720230,Europe,6557.194282,73.981
Montenegro,2007,684736,Europe,9253.896111,74.543
Morocco,1952,9939217,Africa,1688.20357,42.873
Morocco,1957,11406350,Africa,1642.002314,45.423
Morocco,1962,13056604,Africa,1566.353493,47.924
Morocco,1967,14770296,Africa,1711.04477,50.335
Morocco,1972,16660670,Africa,1930.194975,52.862
Morocco,1977,18396941,Africa,2370.619976,55.73
Morocco,1982,20198730,Africa,2702.620356,59.65
Morocco,1987,22987397,Africa,2755.046991,62.677
Morocco,1992,25798239,Africa,2948.047252,65.393
Morocco,1997,28529501,Africa,2982.101858,67.66
Morocco,2002,31167783,Africa,3258.495584,69.615
Morocco,2007,33757175,Africa,3820.17523,71.164
Mozambique,1952,6446316,Africa,468.5260381,31.286
Mozambique,1957,7038035,Africa,495.5868333,33.779
Mozambique,1962,7788944,Africa,556.6863539,36.161
Mozambique,1967,8680909,Africa,566.6691539,38.113
Mozambique,1972,9809596,Africa,724.9178037,40.328
Mozambique,1977,11127868,Africa,502.3197334,42.495
Mozambique,1982,12587223,Africa,462.2114149,42.795
Mozambique,1987,12891952,Africa,389.8761846,42.861
Mozambique,1992,13160731,Africa,410.8968239,44.284
Mozambique,1997,16603334,Africa,472.3460771,46.344
Mozambique,2002,18473780,Africa,633.6179466,44.026
Mozambique,2007,19951656,Africa,823.6856205,42.082
Myanmar,1952,20092996,Asia,331,36.319
Myanmar,1957,21731844,Asia,350,41.905
Myanmar,1962,23634436,Asia,388,45.108
Myanmar,1967,25870271,Asia,349,49.379
Myanmar,1972,28466390,Asia,357,53.07
Myanmar,1977,31528087,Asia,371,56.059
Myanmar,1982,34680442,Asia,424,58.056
